64,COUPON 76029,COUPON 76029 MOBILE 01.01.18 - 01.04.18,3,MOBILE,4.00,2018-01-01,2018-04-01,CPN001
65,COUPON 26648,COUPON 26648 MOBILE 02.12.19 - 02.03.20,3,MOBILE,16.00,2019-12-02,2020-03-02,CPN001
66,COUPON 91501,COUPON 91501 MOBILE 07.09.20 - 07.12.20,3,MOBILE,15.00,2020-09-07,2020-12-07,CPN001
67,COUPON 23668,COUPON 23668 MOBILE 10.09.20 - 10.12.20,3,MOBILE,8.00,2020-09-10,2020-12-10,CPN001
68,COUPON 26173,COUPON 26173 MOBILE 27.01.16 - 27.04.16,3,MOBILE,9.00,2016-01-27,2016-04-27,CPN001
69,COUPON 32651,COUPON 32651 MOBILE 10.06.17 - 10.09.17,3,MOBILE,10.00,2017-06-10,2017-09-10,CPN001
70,COUPON 91007,COUPON 91007 MOBILE 07.04.16 - 07.07.16,3,MOBILE,8.00,2016-04-07,2016-07-07,CPN001
71,COUPON 97791,COUPON 97791 MOBILE 26.02.15 - 26.05.15,3,MOBILE,4.00,2015-02-26,2015-05-26,CPN001
72,COUPON 55782,COUPON 55782 MOBILE 30.09.15 - 31.12.15,3,MOBILE,4.00,2015-09-30,2015-12-31,CPN001
73,COUPON 11615,COUPON 11615 MOBILE 12.11.17 - 12.02.18,3,MOBILE,9.00,2017-11-12,2018-02-12,CPN001
74,COUPON 47874,COUPON 47874 MOBILE 08.09.17 - 08.12.17,3,MOBILE,2.00,2017-09-08,2017-12-08,CPN001
75,COUPON 96897,COUPON 96897 MOBILE 29.09.21 - 29.12.21,3,MOBILE,5.00,2021-09-29,2021-12-29,CPN001
76,COUPON 25048,COUPON 25048 MOBILE 11.09.21 - 11.12.21,3,MOBILE,4.00,2021-09-11,2021-12-11,CPN001
77,COUPON 21863,COUPON 21863 MOBILE 10.10.21 - 10.01.22,3,MOBILE,16.00,2021-10-10,2022-01-10,CPN001
78,COUPON 55564,COUPON 55564 MOBILE 26.04.18 - 26.07.18,3,MOBILE,15.00,2018-04-26,2018-07-26,CPN001
79,COUPON 98806,COUPON 98806 MOBILE 22.09.18 - 22.12.18,3,MOBILE,2.00,2018-09-22,2018-12-22,CPN001
80,COUPON 99469,COUPON 99469 MOBILE 17.11.19 - 17.02.20,3,MOBILE,15.00,2019-11-17,2020-02-17,CPN001
81,COUPON 38039,COUPON 38039 MOBILE 13.09.18 - 13.12.18,3,MOBILE,1.00,2018-09-13,2018-12-13,CPN001
82,COUPON 18745,COUPON 18745 MOBILE 25.01.17 - 25.04.17,3,MOBILE,4.00,2017-01-25,2017-04-25,CPN001
83,COUPON 13885,COUPON 13885 MOBILE 13.04.15 - 13.07.15,3,MOBILE,8.00,2015-04-13,2015-07-13,CPN001
84,COUPON 87827,COUPON 87827 MOBILE 18.01.17 - 18.04.17,3,MOBILE,12.00,2017-01-18,2017-04-18,CPN001
85,COUPON 39443,COUPON 39443 MOBILE 28.03.20 - 28.06.20,3,MOBILE,11.00,2020-03-28,2020-06-28,CPN001
86,COUPON 27794,COUPON 27794 MOBILE 29.12.15 - 29.03.16,3,MOBILE,19.00,2015-12-29,2016-03-29,CPN001
87,COUPON 57489,COUPON 57489 MOBILE 26.07.17 - 26.10.17,3,MOBILE,16.00,2017-07-26,2017-10-26,CPN001
88,COUPON 43933,COUPON 43933 MOBILE 11.04.16 - 11.07.16,3,MOBILE,2.00,2016-04-11,2016-07-11,CPN001
89,COUPON 18397,COUPON 18397 MOBILE 11.07.16 - 11.10.16,3,MOBILE,15.00,2016-07-11,2016-10-11,CPN001
90,COUPON 58567,COUPON 58567 MOBILE 13.10.18 - 13.01.19,3,MOBILE,4.00,2018-10-13,2019-01-13,CPN001
91,COUPON 68648,COUPON 68648 MOBILE 17.06.20 - 17.09.20,3,MOBILE,16.00,2020-06-17,2020-09-17,CPN001
92,COUPON 87721,COUPON 87721 MOBILE 20.05.16 - 20.08.16,3,MOBILE,4.00,2016-05-20,2016-08-20,CPN001
93,COUPON 75372,COUPON 75372 MOBILE 17.07.20 - 17.10.20,3,MOBILE,17.00,2020-07-17,2020-10-17,CPN001
94,COUPON 28773,COUPON 28773 MOBILE 09.06.21 - 09.09.21,3,MOBILE,3.00,2021-06-09,2021-09-09,CPN001
95,COUPON 86186,COUPON 86186 MOBILE 23.07.16 - 23.10.16,3,MOBILE,3.00,2016-07-23,2016-10-23,CPN001
96,COUPON 95407,COUPON 95407 MOBILE 02.01.15 - 02.04.15,3,MOBILE,4.00,2015-01-02,2015-04-02,CPN001
97,COUPON 99899,COUPON 99899 MOBILE 14.06.21 - 14.09.21,3,MOBILE,16.00,2021-06-14,2021-09-14,CPN001
98,COUPON 30027,COUPON 30027 MOBILE 10.11.18 - 10.02.19,3,MOBILE,7.00,2018-11-10,2019-02-10,CPN001
99,COUPON 76641,COUPON 76641 MOBILE 21.12.20 - 21.03.21,3,MOBILE,3.00,2020-12-21,2021-03-21,CPN001
100,COUPON 45158,COUPON 45158 MOBILE 18.12.15 - 18.03.16,3,MOBILE,11.00,2015-12-18,2016-03-18,CPN001
101,COUPON 35380,COUPON 35380 MOBILE 21.06.21 - 21.09.21,3,MOBILE,5.00,2021-06-21,2021-09-21,CPN001
102,COUPON 58877,COUPON 58877 MOBILE 30.04.21 - 31.07.21,3,MOBILE,10.00,2021-04-30,2021-07-31,CPN001
103,COUPON 40528,COUPON 40528 MOBILE 12.08.15 - 12.11.15,3,MOBILE,4.00,2015-08-12,2015-11-12,CPN001
104,COUPON 18574,COUPON 18574 MOBILE 10.10.15 - 10.01.16,3,MOBILE,17.00,2015-10-10,2016-01-10,CPN001
105,COUPON 89750,COUPON 89750 MOBILE 17.12.20 - 17.03.21,3,MOBILE,12.00,2020-12-17,2021-03-17,CPN001
106,COUPON 66733,COUPON 66733 MOBILE 19.03.20 - 19.06.20,3,MOBILE,18.00,2020-03-19,2020-06-19,CPN001
107,COUPON 31793,COUPON 31793 MOBILE 14.08.19 - 14.11.19,3,MOBILE,16.00,2019-08-14,2019-11-14,CPN001
108,COUPON 29882,COUPON 29882 MOBILE 28.07.18 - 28.10.18,3,MOBILE,16.00,2018-07-28,2018-10-28,CPN001
109,COUPON 95204,COUPON 95204 MOBILE 04.09.21 - 04.12.21,3,MOBILE,10.00,2021-09-04,2021-12-04,CPN001
110,COUPON 17981,COUPON 17981 MOBILE 28.10.18 - 28.01.19,3,MOBILE,8.00,2018-10-28,2019-01-28,CPN001
111,COUPON 97084,COUPON 97084 MOBILE 11.11.17 - 11.02.18,3,MOBILE,6.00,2017-11-11,2018-02-11,CPN001
112,COUPON 93309,COUPON 93309 MOBILE 12.07.18 - 12.10.18,3,MOBILE,8.00,2018-07-12,2018-10-12,CPN001
113,COUPON 14307,COUPON 14307 MOBILE 21.09.17 - 21.12.17,3,MOBILE,6.00,2017-09-21,2017-12-21,CPN001
114,COUPON 50866,COUPON 50866 MOBILE 27.07.21 - 27.10.21,3,MOBILE,15.00,2021-07-27,2021-10-27,CPN001
115,COUPON 58214,COUPON 58214 MOBILE 05.04.21 - 05.07.21,3,MOBILE,7.00,2021-04-05,2021-07-05,CPN001
116,COUPON 57570,COUPON 57570 MOBILE 02.01.20 - 02.04.20,3,MOBILE,6.00,2020-01-02,2020-04-02,CPN001
117,COUPON 21293,COUPON 21293 MOBILE 17.07.15 - 17.10.15,3,MOBILE,13.00,2015-07-17,2015-10-17,CPN001
118,COUPON 61059,COUPON 61059 MOBILE 25.01.15 - 25.04.15,3,MOBILE,12.00,2015-01-25,2015-04-25,CPN001
119,COUPON 38391,COUPON 38391 MOBILE 31.08.16 - 30.11.16,3,MOBILE,3.00,2016-08-31,2016-11-30,CPN001
120,COUPON 28946,COUPON 28946 MOBILE 24.01.16 - 24.04.16,3,MOBILE,2.00,2016-01-24,2016-04-24,CPN001
121,COUPON 14105,COUPON 14105 MOBILE 28.10.15 - 28.01.16,3,MOBILE,8.00,2015-10-28,2016-01-28,CPN001
122,COUPON 50229,COUPON 50229 MOBILE 09.05.19 - 09.08.19,3,MOBILE,6.00,2019-05-09,2019-08-09,CPN001
123,COUPON 84414,COUPON 84414 MOBILE 18.10.21 - 18.01.22,3,MOBILE,8.00,2021-10-18,2022-01-18,CPN001
124,COUPON 64131,COUPON 64131 MOBILE 29.09.15 - 29.12.15,3,MOBILE,5.00,2015-09-29,2015-12-29,CPN001
125,COUPON 25179,COUPON 25179 MOBILE 13.01.19 - 13.04.19,3,MOBILE,5.00,2019-01-13,2019-04-13,CPN001
126,COUPON 13184,COUPON 13184 MOBILE 21.01.21 - 21.04.21,3,MOBILE,5.00,2021-01-21,2021-04-21,CPN001
127,COUPON 20616,COUPON 20616 MOBILE 15.02.19 - 15.05.19,3,MOBILE,2.00,2019-02-15,2019-05-15,CPN001
128,COUPON 56177,COUPON 56177 MOBILE 12.07.19 - 12.10.19,3,MOBILE,7.00,2019-07-12,2019-10-12,CPN001
129,COUPON 22566,COUPON 22566 MOBILE 24.11.15 - 24.02.16,3,MOBILE,14.00,2015-11-24,2016-02-24,CPN001
130,COUPON 84163,COUPON 84163 MOBILE 29.11.16 - 28.02.17,3,MOBILE,19.00,2016-11-29,2017-02-28,CPN001
131,COUPON 43364,COUPON 43364 MOBILE 03.06.16 - 03.09.16,3,MOBILE,9.00,2016-06-03,2016-09-03,CPN001
132,COUPON 65385,COUPON 65385 MOBILE 08.12.16 - 08.03.17,3,MOBILE,17.00,2016-12-08,2017-03-08,CPN001
133,COUPON 57534,COUPON 57534 MOBILE 13.04.20 - 13.07.20,3,MOBILE,5.00,2020-04-13,2020-07-13,CPN001
134,COUPON 33174,COUPON 33174 MOBILE 22.03.20 - 22.06.20,3,MOBILE,10.00,2020-03-22,2020-06-22,CPN001
135,COUPON 42489,COUPON 42489 MOBILE 28.06.21 - 28.09.21,3,MOBILE,3.00,2021-06-28,2021-09-28,CPN001
136,COUPON 93321,COUPON 93321 MOBILE 09.03.19 - 09.06.19,3,MOBILE,11.00,2019-03-09,2019-06-09,CPN001
137,COUPON 18094,COUPON 18094 MOBILE 02.11.17 - 02.02.18,3,MOBILE,15.00,2017-11-02,2018-02-02,CPN001
138,COUPON 46692,COUPON 46692 MOBILE 24.09.21 - 24.12.21,3,MOBILE,15.00,2021-09-24,2021-12-24,CPN001
139,COUPON 21324,COUPON 21324 MOBILE 27.04.18 - 27.07.18,3,MOBILE,11.00,2018-04-27,2018-07-27,CPN001
140,COUPON 63932,COUPON 63932 MOBILE 11.12.19 - 11.03.20,3,MOBILE,7.00,2019-12-11,2020-03-11,CPN001
141,COUPON 12615,COUPON 12615 MOBILE 25.04.20 - 25.07.20,3,MOBILE,14.00,2020-04-25,2020-07-25,CPN001
142,COUPON 21672,COUPON 21672 MOBILE 07.07.21 - 07.10.21,3,MOBILE,17.00,2021-07-07,2021-10-07,CPN001
143,COUPON 41273,COUPON 41273 MOBILE 20.05.19 - 20.08.19,3,MOBILE,19.00,2019-05-20,2019-08-20,CPN001
144,COUPON 43143,COUPON 43143 MOBILE 12.12.19 - 12.03.20,3,MOBILE,11.00,2019-12-12,2020-03-12,CPN001
145,COUPON 44861,COUPON 44861 MOBILE 04.06.15 - 04.09.15,3,MOBILE,16.00,2015-06-04,2015-09-04,CPN001
146,COUPON 71293,COUPON 71293 MOBILE 04.03.19 - 04.06.19,3,MOBILE,4.00,2019-03-04,2019-06-04,CPN001
147,COUPON 29448,COUPON 29448 MOBILE 26.04.15 - 26.07.15,3,MOBILE,10.00,2015-04-26,2015-07-26,CPN001
148,COUPON 72751,COUPON 72751 MOBILE 06.04.20 - 06.07.20,3,MOBILE,12.00,2020-04-06,2020-07-06,CPN001
149,COUPON 54400,COUPON 54400 MOBILE 21.04.20 - 21.07.20,3,MOBILE,12.00,2020-04-21,2020-07-21,CPN001
150,COUPON 48944,COUPON 48944 MOBILE 12.05.16 - 12.08.16,3,MOBILE,12.00,2016-05-12,2016-08-12,CPN001
151,COUPON 44870,COUPON 44870 MOBILE 15.02.18 - 15.05.18,3,MOBILE,10.00,2018-02-15,2018-05-15,CPN001
152,COUPON 23504,COUPON 23504 MOBILE 05.10.16 - 05.01.17,3,MOBILE,19.00,2016-10-05,2017-01-05,CPN001
153,COUPON 18500,COUPON 18500 MOBILE 15.07.16 - 15.10.16,3,MOBILE,11.00,2016-07-15,2016-10-15,CPN001
154,COUPON 86141,COUPON 86141 MOBILE 18.05.16 - 18.08.16,3,MOBILE,13.00,2016-05-18,2016-08-18,CPN001
155,COUPON 54508,COUPON 54508 MOBILE 06.01.19 - 06.04.19,3,MOBILE,6.00,2019-01-06,2019-04-06,CPN001
156,COUPON 18950,COUPON 18950 MOBILE 30.11.21 - 28.02.22,3,MOBILE,16.00,2021-11-30,2022-02-28,CPN001
157,COUPON 49829,COUPON 49829 MOBILE 23.02.18 - 23.05.18,3,MOBILE,5.00,2018-02-23,2018-05-23,CPN001
158,COUPON 27606,COUPON 27606 MOBILE 16.06.18 - 16.09.18,3,MOBILE,1.00,2018-06-16,2018-09-16,CPN001
159,COUPON 60960,COUPON 60960 MOBILE 11.05.19 - 11.08.19,3,MOBILE,1.00,2019-05-11,2019-08-11,CPN001
160,COUPON 98960,COUPON 98960 MOBILE 23.11.15 - 23.02.16,3,MOBILE,1.00,2015-11-23,2016-02-23,CPN001
161,COUPON 15839,COUPON 15839 MOBILE 29.07.16 - 29.10.16,3,MOBILE,15.00,2016-07-29,2016-10-29,CPN001
162,COUPON 61215,COUPON 61215 MOBILE 05.04.17 - 05.07.17,3,MOBILE,1.00,2017-04-05,2017-07-05,CPN001
163,COUPON 39704,COUPON 39704 MOBILE 29.11.15 - 29.02.16,3,MOBILE,11.00,2015-11-29,2016-02-29,CPN001
164,COUPON 78459,COUPON 78459 MOBILE 17.08.17 - 17.11.17,3,MOBILE,16.00,2017-08-17,2017-11-17,CPN001
165,COUPON 73262,COUPON 73262 MOBILE 10.07.15 - 10.10.15,3,MOBILE,7.00,2015-07-10,2015-10-10,CPN001
166,COUPON 83047,COUPON 83047 MOBILE 14.04.20 - 14.07.20,3,MOBILE,7.00,2020-04-14,2020-07-14,CPN001
167,COUPON 53509,COUPON 53509 PRINT 15.10.19 - 15.01.20,4,PRINT,5.00,2019-10-15,2020-01-15,CPN001
168,COUPON 89669,COUPON 89669 PRINT 30.07.19 - 30.10.19,4,PRINT,8.00,2019-07-30,2019-10-30,CPN001
169,COUPON 31325,COUPON 31325 PRINT 13.08.19 - 13.11.19,4,PRINT,17.00,2019-08-13,2019-11-13,CPN001
170,COUPON 12988,COUPON 12988 PRINT 23.06.17 - 23.09.17,4,PRINT,18.00,2017-06-23,2017-09-23,CPN001
171,COUPON 73788,COUPON 73788 PRINT 27.03.20 - 27.06.20,4,PRINT,10.00,2020-03-27,2020-06-27,CPN001
172,COUPON 98102,COUPON 98102 PRINT 24.03.18 - 24.06.18,4,PRINT,15.00,2018-03-24,2018-06-24,CPN001
173,COUPON 98648,COUPON 98648 PRINT 03.08.15 - 03.11.15,4,PRINT,15.00,2015-08-03,2015-11-03,CPN001
174,COUPON 85736,COUPON 85736 PRINT 18.10.20 - 18.01.21,4,PRINT,16.00,2020-10-18,2021-01-18,CPN001
175,COUPON 32123,COUPON 32123 PRINT 07.07.16 - 07.10.16,4,PRINT,18.00,2016-07-07,2016-10-07,CPN001
176,COUPON 97749,COUPON 97749 PRINT 15.12.21 - 15.03.22,4,PRINT,18.00,2021-12-15,2022-03-15,CPN001
177,COUPON 18248,COUPON 18248 PRINT 11.01.19 - 11.04.19,4,PRINT,11.00,2019-01-11,2019-04-11,CPN001
178,COUPON 92060,COUPON 92060 PRINT 25.09.20 - 25.12.20,4,PRINT,4.00,2020-09-25,2020-12-25,CPN001
179,COUPON 92443,COUPON 92443 PRINT 24.06.15 - 24.09.15,4,PRINT,16.00,2015-06-24,2015-09-24,CPN001
180,COUPON 25855,COUPON 25855 PRINT 11.12.16 - 11.03.17,4,PRINT,10.00,2016-12-11,2017-03-11,CPN001
181,COUPON 64238,COUPON 64238 PRINT 06.07.18 - 06.10.18,4,PRINT,2.00,2018-07-06,2018-10-06,CPN001
182,COUPON 87784,COUPON 87784 PRINT 20.07.20 - 20.10.20,4,PRINT,15.00,2020-07-20,2020-10-20,CPN001
183,COUPON 17294,COUPON 17294 PRINT 30.03.17 - 30.06.17,4,PRINT,6.00,2017-03-30,2017-06-30,CPN001
184,COUPON 99910,COUPON 99910 PRINT 12.02.17 - 12.05.17,4,PRINT,4.00,2017-02-12,2017-05-12,CPN001
185,COUPON 23147,COUPON 23147 PRINT 30.06.15 - 30.09.15,4,PRINT,15.00,2015-06-30,2015-09-30,CPN001
186,COUPON 77736,COUPON 77736 PRINT 02.06.15 - 02.09.15,4,PRINT,8.00,2015-06-02,2015-09-02,CPN001
187,COUPON 39655,COUPON 39655 PRINT 20.06.19 - 20.09.19,4,PRINT,17.00,2019-06-20,2019-09-20,CPN001
188,COUPON 76632,COUPON 76632 PRINT 12.08.19 - 12.11.19,4,PRINT,1.00,2019-08-12,2019-11-12,CPN001
189,COUPON 59019,COUPON 59019 PRINT 12.01.20 - 12.04.20,4,PRINT,6.00,2020-01-12,2020-04-12,CPN001
190,COUPON 37141,COUPON 37141 PRINT 16.02.15 - 16.05.15,4,PRINT,15.00,2015-02-16,2015-05-16,CPN001
191,COUPON 27643,COUPON 27643 PRINT 13.08.21 - 13.11.21,4,PRINT,4.00,2021-08-13,2021-11-13,CPN001
192,COUPON 36724,COUPON 36724 PRINT 22.10.16 - 22.01.17,4,PRINT,1.00,2016-10-22,2017-01-22,CPN001
193,COUPON 51522,COUPON 51522 PRINT 28.10.16 - 28.01.17,4,PRINT,17.00,2016-10-28,2017-01-28,CPN001
194,COUPON 25091,COUPON 25091 PRINT 23.02.20 - 23.05.20,4,PRINT,1.00,2020-02-23,2020-05-23,CPN001
195,COUPON 90876,COUPON 90876 PRINT 21.03.19 - 21.06.19,4,PRINT,4.00,2019-03-21,2019-06-21,CPN001
196,COUPON 56995,COUPON 56995 PRINT 30.03.19 - 30.06.19,4,PRINT,11.00,2019-03-30,2019-06-30,CPN001
197,COUPON 55452,COUPON 55452 PRINT 01.12.19 - 01.03.20,4,PRINT,5.00,2019-12-01,2020-03-01,CPN001
198,COUPON 27661,COUPON 27661 PRINT 14.01.16 - 14.04.16,4,PRINT,10.00,2016-01-14,2016-04-14,CPN001
199,COUPON 14214,COUPON 14214 PRINT 13.01.15 - 13.04.15,4,PRINT,16.00,2015-01-13,2015-04-13,CPN001
200,COUPON 70556,COUPON 70556 PRINT 26.07.19 - 26.10.19,4,PRINT,10.00,2019-07-26,2019-10-26,CPN001
201,COUPON 45407,COUPON 45407 PRINT 01.03.20 - 01.06.20,4,PRINT,15.00,2020-03-01,2020-06-01,CPN001
202,COUPON 70717,COUPON 70717 PRINT 14.05.17 - 14.08.17,4,PRINT,2.00,2017-05-14,2017-08-14,CPN001
203,COUPON 97445,COUPON 97445 PRINT 04.07.19 - 04.10.19,4,PRINT,17.00,2019-07-04,2019-10-04,CPN001
204,COUPON 35843,COUPON 35843 PRINT 25.05.20 - 25.08.20,4,PRINT,11.00,2020-05-25,2020-08-25,CPN001
